date,observed [m3/s],HYMOD [m3/s]
1958-01-05,24.5,14.4069
1958-01-06,23.8,13.8364
1958-01-07,23.2,13.4793
1958-01-08,22.7,13.3088
1958-01-09,21.9,13.2611
1958-01-10,21.5,13.3336
1958-01-11,21,13.4982
1958-01-12,20.4,13.6771
1958-01-13,19.8,13.8164
1958-01-14,19.3,13.8814
1958-01-15,19,13.8615
1958-01-16,18.5,13.7576
1958-01-17,18,13.5716
1958-01-18,17.6,13.3131
1958-01-19,17,12.9941
1958-01-20,16.4,12.6266
1958-01-21,16.1,12.2223
1958-01-22,15.9,11.792
1958-01-23,15.6,11.345
1958-01-24,15.1,10.8873
1958-01-25,14.9,10.4251
1958-01-26,14.4,9.96836
1958-01-27,14.2,9.5224
1958-01-28,13.9,9.0883
1958-01-29,13.5,8.6678
1958-01-30,13.2,8.26246
1958-01-31,12.9,7.87341
1958-02-01,12.7,7.5013
1958-02-02,12.4,7.14638
1958-02-03,12.3,6.80861
1958-02-04,12,6.48771
1958-02-05,11.8,6.18321
1958-02-06,11.6,5.89454
1958-02-07,11.5,5.62105
1958-02-08,11.5,5.36202
1958-02-09,11.5,5.11258
1958-02-10,11.5,4.87661
1958-02-11,11.5,4.65744
1958-02-12,11.6,4.44966
1958-02-13,11.6,4.25261
1958-02-14,11.8,4.06565
1958-02-15,12,3.88816
1958-02-16,12.3,3.71956
1958-02-17,12.7,3.55932
1958-02-18,13.2,3.40692
1958-02-19,13.4,3.26189
1958-02-20,13.8,3.12379
1958-02-21,14.3,2.99221
1958-02-22,14.7,2.86677
1958-02-23,15.2,2.74712
1958-02-24,15.8,2.63293
1958-02-25,16.1,2.54618
1958-02-26,16.7,2.57437
1958-02-27,17.3,2.75294
1958-02-28,17.3,3.01342
1958-03-01,17.3,3.2931
1958-03-02,17.1,3.55415
1958-03-03,16.9,3.77709
1958-03-04,16.4,3.95263
1958-03-05,16.3,4.15476
1958-03-06,15.9,4.69226
1958-03-07,15.4,5.6943
1958-03-08,15.2,6.92602
1958-03-09,14.7,8.17454
1958-03-10,14.6,9.314
1958-03-11,14.4,10.2753
1958-03-12,14.3,11.0276
1958-03-13,14.2,11.568
1958-03-14,14,11.9089
1958-03-15,13.9,12.0697
1958-03-16,13.9,12.0752
1958-03-17,13.9,11.9512
1958-03-18,13.9,11.7226
1958-03-19,13.9,11.4125
1958-03-20,13.9,11.0415
1958-03-21,13.9,10.6272
1958-03-22,14.2,10.1848
1958-03-23,14.4,9.72659
1958-03-24,14.4,9.26261
1958-03-25,14.5,8.80078
1958-03-26,14.7,8.34719
1958-03-27,14.7,7.90641
1958-03-28,15,7.49427
1958-03-29,15.6,7.16415
1958-03-30,15.9,6.9491
1958-03-31,17.3,6.84146
1958-04-01,19,6.84144
1958-04-02,21.2,6.92909
1958-04-03,24.1,7.06175
1958-04-04,27.2,7.28458
1958-04-05,31.1,7.84418
1958-04-06,55.8,8.83207
1958-04-07,55.8,10.0732
1958-04-08,55.8,11.4105
1958-04-09,56.1,12.7963
1958-04-10,56.1,14.3218
1958-04-11,64.3,16.252
1958-04-12,70.2,18.9144
1958-04-13,79.3,22.5455
1958-04-14,90.6,27.4232
1958-04-15,105,33.3681
1958-04-16,112,39.6429
1958-04-17,151,45.6165
1958-04-18,151,50.9431
1958-04-19,152,55.5527
1958-04-20,131,59.4203
1958-04-21,144,62.4716
1958-04-22,142,64.6835
1958-04-23,149,66.0799
1958-04-24,141,66.7108
1958-04-25,139,66.636
1958-04-26,129,65.9422
1958-04-27,121,64.777
1958-04-28,123,63.4138
1958-04-29,130,62.2651
1958-04-30,131,62.169
1958-05-01,152,64.3119
1958-05-02,167,69.4625
1958-05-03,191,77.6899
1958-05-04,202,88.6899
1958-05-05,216,101.716
1958-05-06,221,115.297
1958-05-07,228,127.903
1958-05-08,181,138.595
1958-05-09,231,146.952
1958-05-10,221,152.879
1958-05-11,215,156.463
1958-05-12,200,157.916
1958-05-13,185,157.511
1958-05-14,178,155.55
1958-05-15,166,152.327
1958-05-16,142,148.12
1958-05-17,131,143.179
1958-05-18,130,137.719
1958-05-19,118,131.925
1958-05-20,84.4,125.949
1958-05-21,81.8,119.916
1958-05-22,81.8,113.926
1958-05-23,78.2,108.07
1958-05-24,75,102.41
1958-05-25,73.1,96.9754
1958-05-26,71.4,91.782
1958-05-27,69.1,86.8404
1958-05-28,68.5,82.1553
1958-05-29,67.1,77.7286
1958-05-30,65.1,73.626
1958-05-31,57.5,70.0901
1958-06-01,52.7,67.2687
1958-06-02,48.1,65.0141
1958-06-03,46.7,63.1021
1958-06-04,45.9,61.3675
1958-06-05,46.7,59.7431
1958-06-06,45.3,58.1891
1958-06-07,43.3,56.6408
1958-06-08,41.9,55.0517
1958-06-09,37.4,53.4042
1958-06-10,35.4,51.697
1958-06-11,35.4,49.9538
1958-06-12,30.9,48.2522
1958-06-13,28,46.6369
1958-06-14,24.4,45.1091
1958-06-15,24.4,43.7977
1958-06-16,22.2,42.755
1958-06-17,20.2,41.8508
1958-06-18,18.3,40.9772
1958-06-19,17.5,40.0716
1958-06-20,16.7,39.1055
1958-06-21,16.7,38.0698
1958-06-22,16,36.9652
1958-06-23,15,35.8012
1958-06-24,14.8,34.5911
1958-06-25,14,33.3532
1958-06-26,13.3,32.1479
1958-06-27,13.1,31.1388
1958-06-28,13.1,30.5711
1958-06-29,12.8,31.0185
1958-06-30,12.6,33.2007
1958-07-01,12.1,37.0463
1958-07-02,12.6,41.8388
1958-07-03,13.6,46.8561
1958-07-04,15,51.5095
1958-07-05,16.1,55.4595
1958-07-06,16.4,58.5562
1958-07-07,16.4,60.7493
1958-07-08,16.3,62.0627
1958-07-09,15.8,62.5753
1958-07-10,15.2,62.3903
1958-07-11,14.4,61.6198
1958-07-12,13.9,60.3741
1958-07-13,13.1,58.7587
1958-07-14,12.6,56.8756
1958-07-15,12.3,54.8095
1958-07-16,11.9,52.6223
1958-07-17,11.4,50.3651
1958-07-18,10.6,48.0806
1958-07-19,9.49,45.8035
1958-07-20,8.55,43.5614
1958-07-21,7.87,41.3755
1958-07-22,7.19,39.2626
1958-07-23,6.06,37.2375
1958-07-24,5.69,35.3093
1958-07-25,5.69,33.4791
1958-07-26,5.69,31.7471
1958-07-27,5.69,30.1172
1958-07-28,5.61,28.5892
1958-07-29,5.61,27.1549
1958-07-30,5.52,25.8062
1958-07-31,5.52,24.5334
1958-08-01,5.44,23.3335
1958-08-02,4.96,22.2048
1958-08-03,4.53,21.1586
1958-08-04,4.25,20.3084
1958-08-05,4.08,19.8977
1958-08-06,4.25,20.1444
1958-08-07,4.67,21.2696
1958-08-08,4.84,23.3293
1958-08-09,4.76,26.0057
1958-08-10,4.84,28.8612
1958-08-11,4.76,31.5411
1958-08-12,4.76,33.8255
1958-08-13,4.76,35.6087
1958-08-14,4.76,36.8713
1958-08-15,4.76,37.6655
1958-08-16,4.76,38.0547
1958-08-17,4.84,38.0711
1958-08-18,4.76,37.7508
1958-08-19,4.76,37.1421
1958-08-20,4.84,36.2961
1958-08-21,4.76,35.2631
1958-08-22,4.59,34.0896
1958-08-23,4.42,32.817
1958-08-24,4.25,31.4808
1958-08-25,3.23,30.1112
1958-08-26,3.23,28.7346
1958-08-27,3.23,27.3776
1958-08-28,3.14,26.0599
1958-08-29,2.97,24.8046
1958-08-30,2.8,23.7329
1958-08-31,3.14,23.0649
1958-09-01,3.23,23.0158
1958-09-02,3.82,23.8948
1958-09-03,4.39,25.8076
1958-09-04,4.96,28.3898
1958-09-05,5.52,31.1767
1958-09-06,5.66,33.8401
1958-09-07,5.52,36.1811
1958-09-08,5.24,38.0733
1958-09-09,4.96,39.4592
1958-09-10,4.53,40.3805
1958-09-11,4.36,40.9675
1958-09-12,4.19,41.3902
1958-09-13,4.08,41.7293
1958-09-14,4.16,41.9311
1958-09-15,3.99,41.9262
1958-09-16,3.82,41.7655
1958-09-17,4.67,41.8089
1958-09-18,4.5,42.3547
1958-09-19,4.42,43.4449
1958-09-20,4.59,45.3134
1958-09-21,4.33,47.9543
1958-09-22,4.76,50.9273
1958-09-23,5.18,53.8231
1958-09-24,5.86,56.3664
1958-09-25,5.86,58.446
1958-09-26,6.51,60.1963
1958-09-27,6.63,61.8075
1958-09-28,7.19,63.61
1958-09-29,8.44,65.8548
1958-09-30,9.91,68.2528
1958-10-01,9.12,70.3885
1958-10-02,10.6,72.0547
1958-10-03,12.1,73.1743
1958-10-04,12.3,73.6886
1958-10-05,11.9,73.5804
1958-10-06,11.8,72.8876
1958-10-07,10.3,71.69
1958-10-08,10.1,70.1427
1958-10-09,9.91,68.4432
1958-10-10,9.23,66.6694
1958-10-11,8.78,64.8188
1958-10-12,9,63.0735
1958-10-13,9.49,61.8575
1958-10-14,11.4,61.3476
1958-10-15,11.6,61.4023
1958-10-16,11.4,61.8323
1958-10-17,11.1,62.3558
1958-10-18,10.6,62.7132
1958-10-19,9.91,62.7622
1958-10-20,9.91,62.4696
1958-10-21,9.23,61.841
1958-10-22,9.12,60.8813
1958-10-23,8.89,59.6209
1958-10-24,8.89,58.1265
1958-10-25,8.67,56.4714
1958-10-26,8.78,54.6961
1958-10-27,8.55,52.821
1958-10-28,8.44,50.869
1958-10-29,7.99,48.8658
1958-10-30,7.53,46.8355
1958-10-31,7.53,44.8011
1958-11-01,7.42,42.7847
1958-11-02,7.19,40.8181
1958-11-03,7.08,38.9898
1958-11-04,7.08,37.3648
1958-11-05,6.97,35.917
1958-11-06,6.51,34.5935
1958-11-07,6.74,33.3631
1958-11-08,7.19,32.2861
1958-11-09,6.97,31.4508
1958-11-10,6.63,30.8228
1958-11-11,5.69,30.2875
1958-11-12,6.51,29.7597
1958-11-13,6.4,29.1925
1958-11-14,6.29,28.5642
1958-11-15,6.4,27.8666
1958-11-16,6.34,27.1026
1958-11-17,6.31,26.2769
1958-11-18,6.23,25.4046
1958-11-19,6.23,24.503
1958-11-20,6.17,23.5767
1958-11-21,6.14,22.6427
1958-11-22,6.09,21.7156
1958-11-23,6,20.7986
1958-11-24,6,19.8985
1958-11-25,5.95,19.0206
1958-11-26,5.95,18.1664
1958-11-27,5.89,17.3416
1958-11-28,5.89,16.546
1958-11-29,5.86,15.7812
1958-11-30,5.83,15.0558
1958-12-01,5.8,14.366
1958-12-02,5.72,13.7659
1958-12-03,5.75,13.5578
1958-12-04,5.75,14.1249
1958-12-05,5.61,15.406
1958-12-06,5.61,17.0111
1958-12-07,5.61,18.6329
1958-12-08,5.64,20.0879
1958-12-09,5.66,21.278
1958-12-10,5.72,22.1643
1958-12-11,5.72,22.743
1958-12-12,5.72,23.03
1958-12-13,5.72,23.053
1958-12-14,5.72,22.8548
1958-12-15,5.72,22.4754
1958-12-16,5.72,21.9486
1958-12-17,5.72,21.3104
1958-12-18,5.72,20.5897
1958-12-19,5.72,19.8116
1958-12-20,5.75,18.9977
1958-12-21,5.78,18.1665
1958-12-22,5.78,17.333
1958-12-23,5.78,16.5083
1958-12-24,5.78,15.7009
1958-12-25,5.83,14.9174
1958-12-26,5.89,14.163
1958-12-27,5.95,13.4407
1958-12-28,6.09,12.752
1958-12-29,6.23,12.0979
1958-12-30,6.4,11.4783
1958-12-31,6.51,10.9791
1959-01-01,6.94,10.9397
1959-01-02,7.19,11.497
1959-01-03,7.45,12.3845
1959-01-04,7.67,13.359
1959-01-05,7.93,14.2722
1959-01-06,8.35,15.0393
1959-01-07,8.64,15.6201
1959-01-08,8.89,16.002
1959-01-09,9.06,16.1919
1959-01-10,9.2,16.209
1959-01-11,9.2,16.0761
1959-01-12,9.06,15.8165
1959-01-13,9.06,15.4548
1959-01-14,9.03,15.0137
1959-01-15,9,14.5139
1959-01-16,8.92,13.9732
1959-01-17,8.86,13.4069
1959-01-18,8.75,12.8275
1959-01-19,8.64,12.2454
1959-01-20,8.61,11.6685
1959-01-21,8.47,11.1032
1959-01-22,8.44,10.5541
1959-01-23,8.44,10.0245
1959-01-24,8.35,9.51682
1959-01-25,8.35,9.03232
1959-01-26,8.35,8.57169
1959-01-27,8.35,8.13507
1959-01-28,8.35,7.72215
1959-01-29,8.35,7.33235
1959-01-30,8.33,6.96483
1959-01-31,8.3,6.61862
1959-02-01,8.27,6.29265
1959-02-02,8.21,5.98286
1959-02-03,8.21,5.69094
1959-02-04,8.13,5.4357
1959-02-05,8.13,5.22161
1959-02-06,8.13,5.03342
1959-02-07,8.07,4.861
1959-02-08,8.07,4.69783
1959-02-09,8.07,4.53993
1959-02-10,8.04,4.38505
1959-02-11,7.93,4.23205
1959-02-12,7.93,4.08055
1959-02-13,7.93,3.93062
1959-02-14,7.9,3.78257
1959-02-15,7.87,3.63684
1959-02-16,7.87,3.4939
1959-02-17,7.79,3.35418
1959-02-18,7.79,3.21808
1959-02-19,7.79,3.08593
1959-02-20,7.79,2.95796
1959-02-21,7.79,2.83437
1959-02-22,7.79,2.71526
1959-02-23,7.79,2.60068
1959-02-24,7.79,2.49063
1959-02-25,7.79,2.4029
1959-02-26,7.79,2.4081
1959-02-27,7.79,2.54291
1959-02-28,7.76,2.79183
1959-03-01,7.73,3.21233
1959-03-02,7.73,3.95716
1959-03-03,7.73,5.01972
1959-03-04,7.79,6.20597
1959-03-05,7.87,7.35877
1959-03-06,7.9,8.37965
1959-03-07,7.93,9.22468
1959-03-08,7.99,9.89202
1959-03-09,8.04,10.4051
1959-03-10,8.1,10.8059
1959-03-11,8.16,11.115
1959-03-12,8.21,11.3318
1959-03-13,8.41,11.5028
1959-03-14,8.47,11.6538
1959-03-15,8.58,11.7537
1959-03-16,8.69,11.804
1959-03-17,8.86,11.9751
1959-03-18,9.03,12.6796
1959-03-19,9.34,14.2433
1959-03-20,9.49,16.4841
1959-03-21,9.83,18.942
1959-03-22,10.1,21.2816
1959-03-23,10.3,23.3256
1959-03-24,10.5,24.9865
1959-03-25,10.7,26.2234
1959-03-26,11,27.0555
1959-03-27,11.2,27.6046
1959-03-28,11.5,28.0314
1959-03-29,11.8,28.3885
1959-03-30,12,28.6423
1959-03-31,12.5,28.7595
1959-04-01,13,28.7614
1959-04-02,13.3,28.7818
1959-04-03,13.9,28.8715
1959-04-04,14.4,28.9342
1959-04-05,14.9,28.9197
1959-04-06,15.4,28.8274
1959-04-07,15.9,28.6878
1959-04-08,16.7,28.5044
1959-04-09,17.6,28.229
1959-04-10,18.7,27.8899
1959-04-11,21.5,27.878
1959-04-12,23.5,29.046
1959-04-13,26.6,31.8941
1959-04-14,31.1,36.0174
1959-04-15,46.7,40.647
1959-04-16,53.8,45.1592
1959-04-17,54.7,49.1584
1959-04-18,54.4,52.4438
1959-04-19,55.8,54.9397
1959-04-20,57.5,56.7275
1959-04-21,82.4,58.3677
1959-04-22,86.4,60.7374
1959-04-23,111,64.3524
1959-04-24,103,68.8919
1959-04-25,112,73.5443
1959-04-26,118,77.7192
1959-04-27,116,81.3456
1959-04-28,118,84.8564
1959-04-29,121,88.5361
1959-04-30,125,92.5063
1959-05-01,134,97.458
1959-05-02,145,103.612
1959-05-03,157,110.144
1959-05-04,151,116.176
1959-05-05,142,121.155
1959-05-06,133,124.826
1959-05-07,123,127.18
1959-05-08,114,128.638
1959-05-09,120,130.316
1959-05-10,130,133.257
1959-05-11,151,137.315
1959-05-12,158,141.763
1959-05-13,159,146.102
1959-05-14,161,149.845
1959-05-15,164,152.525
1959-05-16,173,153.9
1959-05-17,183,153.95
1959-05-18,192,152.954
1959-05-19,200,151.527
1959-05-20,216,150.128
1959-05-21,229,148.756
1959-05-22,236,147.212
1959-05-23,233,145.279
1959-05-24,225,142.836
1959-05-25,207,139.954
1959-05-26,196,136.797
1959-05-27,186,133.419
1959-05-28,171,129.774
1959-05-29,155,125.851
1959-05-30,145,121.681
1959-05-31,136,117.315
1959-06-01,119,112.807
1959-06-02,108,108.23
1959-06-03,96,103.763
1959-06-04,88.3,99.6722
1959-06-05,81,96.1726
1959-06-06,77,93.485
1959-06-07,74.2,91.5986
1959-06-08,75,90.1952
1959-06-09,75.9,89.0001
1959-06-10,77,87.9132
1959-06-11,75.6,87.0094
1959-06-12,74.2,86.4411
1959-06-13,68,86.3231
1959-06-14,65.1,86.5973
1959-06-15,59.7,87.0045
1959-06-16,58.3,87.2731
1959-06-17,56.9,87.2275
1959-06-18,54.7,86.7524
1959-06-19,52.7,85.8085
1959-06-20,50.1,84.4261
1959-06-21,44.2,82.7153
1959-06-22,41.1,80.8545
1959-06-23,38.2,78.9813
1959-06-24,36.5,77.1065
1959-06-25,34.8,75.1877
1959-06-26,33.1,73.3218
1959-06-27,32,71.811
1959-06-28,31.4,70.876
1959-06-29,30,70.3891
1959-06-30,29.2,70.0661
1959-07-01,28.6,69.7683
1959-07-02,27.8,69.5017
1959-07-03,26.4,69.5505
1959-07-04,28.6,70.3946
1959-07-05,29.4,72.0486
1959-07-06,31.4,74.1895
1959-07-07,33.4,76.7901
1959-07-08,42.2,79.84
1959-07-09,44.5,82.9503
1959-07-10,49.3,85.6508
1959-07-11,53.8,87.6626
1959-07-12,59.7,88.8569
1959-07-13,56.6,89.2555
1959-07-14,50.1,89.0973
1959-07-15,43.9,88.5498
1959-07-16,38.2,87.5794
1959-07-17,34.5,86.1665
1959-07-18,31.1,84.3361
1959-07-19,27.5,82.1371
1959-07-20,24.7,79.6399
1959-07-21,22.9,76.9223
1959-07-22,22,74.0498
1959-07-23,20.8,71.0785
1959-07-24,20.2,68.076
1959-07-25,18.3,65.1804
1959-07-26,16.9,62.5485
1959-07-27,16.1,60.2139
1959-07-28,15.3,58.0917
1959-07-29,14.4,56.0842
1959-07-30,12.6,54.1288
1959-07-31,12.1,52.1924
1959-08-01,11.8,50.2612
1959-08-02,11.4,48.333
1959-08-03,10.8,46.4514
1959-08-04,10.5,44.8424
1959-08-05,10.6,43.824
1959-08-06,10.2,43.3949
1959-08-07,9.91,43.3158
1959-08-08,10.1,43.5431
1959-08-09,8.89,44.2801
1959-08-10,7.42,45.4915
1959-08-11,7.87,46.8444
1959-08-12,9.49,48.0712
1959-08-13,9.12,48.9973
1959-08-14,8.89,49.5574
1959-08-15,8.67,49.8847
1959-08-16,8.55,50.3496
1959-08-17,8.78,51.2641
1959-08-18,8.89,52.8632
1959-08-19,9.23,55.3011
1959-08-20,9.63,58.524
1959-08-21,9.91,62.163
1959-08-22,9.49,65.6868
1959-08-23,10.1,68.8184
1959-08-24,10.2,71.4596
1959-08-25,9.91,73.5642
1959-08-26,10.3,75.1166
1959-08-27,10.2,76.2719
1959-08-28,9.77,77.2247
1959-08-29,9.91,77.969
1959-08-30,9.63,78.4004
1959-08-31,9.23,78.5168
1959-09-01,9.49,78.4706
1959-09-02,9.12,78.2961
1959-09-03,8.89,77.9566
1959-09-04,8.89,77.673
1959-09-05,8.78,77.6246
1959-09-06,9.34,77.9221
1959-09-07,9.91,78.5475
1959-09-08,13.3,79.1918
1959-09-09,15.3,79.6331
1959-09-10,18.1,79.8559
1959-09-11,18.8,79.8947
1959-09-12,17.9,79.6684
1959-09-13,17.5,79.0691
1959-09-14,17.1,78.0769
1959-09-15,16.3,76.8047
1959-09-16,15.7,75.5471
1959-09-17,16.9,74.6505
1959-09-18,18.1,74.2264
1959-09-19,20.2,74.1364
1959-09-20,22.4,74.2177
1959-09-21,25.2,74.3311
1959-09-22,27.5,74.3926
1959-09-23,28.3,74.3248
1959-09-24,27.8,74.0258
1959-09-25,28,73.5814
1959-09-26,28.9,73.177
1959-09-27,30,72.8814
1959-09-28,32,72.7398
1959-09-29,32.8,72.7556
1959-09-30,31.7,72.7841
1959-10-01,30.6,72.6618
1959-10-02,29.2,72.2964
1959-10-03,28.9,71.6299
1959-10-04,29.7,70.6235
1959-10-05,27.5,69.2858
1959-10-06,26.4,67.6805
1959-10-07,25.7,65.8829
1959-10-08,23.8,63.9909
1959-10-09,22.9,62.0789
1959-10-10,21.1,60.1445
1959-10-11,20.4,58.1665
1959-10-12,18.8,56.1349
1959-10-13,17.9,54.1167
1959-10-14,18.1,52.4756
1959-10-15,19.5,51.7969
1959-10-16,20.6,52.168
1959-10-17,21.3,53.1159
1959-10-18,24,54.1773
1959-10-19,25.4,55.0642
1959-10-20,27.2,55.6309
1959-10-21,27.8,55.816
1959-10-22,27,55.6592
1959-10-23,27.2,55.3952
1959-10-24,27.8,55.1874
1959-10-25,28.3,55.0534
1959-10-26,29.4,55.0785
1959-10-27,32,55.264
1959-10-28,34,55.628
1959-10-29,35.7,56.2636
1959-10-30,38.2,57.0637
1959-10-31,39.4,57.9482
1959-11-01,47.9,59.4236
1959-11-02,60.3,61.9573
1959-11-03,74.5,65.2693
1959-11-04,72.2,68.7445
1959-11-05,68.2,71.8659
1959-11-06,64.6,74.325
1959-11-07,59.7,75.9978
1959-11-08,58.6,76.9313
1959-11-09,56.4,77.2571
1959-11-10,54.7,77.0483
1959-11-11,45.6,76.3172
1959-11-12,33.4,75.1008
1959-11-13,28.9,73.4593
1959-11-14,25.4,71.4642
1959-11-15,23.5,69.1907
1959-11-16,22.9,66.7093
1959-11-17,22.7,64.0861
1959-11-18,22.7,61.382
1959-11-19,22.7,58.6472
1959-11-20,22.8,55.9195
1959-11-21,23.4,53.2313
1959-11-22,24.1,50.6071
1959-11-23,24.6,48.0659
1959-11-24,25.6,45.6223
1959-11-25,26.1,43.2971
1959-11-26,26.8,41.1551
1959-11-27,26.9,39.2257
1959-11-28,27.3,37.4612
1959-11-29,27.8,35.8174
1959-11-30,27.8,34.2676
1959-12-01,27.9,32.792
1959-12-02,28,31.4218
1959-12-03,27.9,30.3223
1959-12-04,27.8,29.5596
1959-12-05,27.5,28.9977
1959-12-06,26.9,28.5132
1959-12-07,26.6,28.0465
1959-12-08,26.3,27.6159
1959-12-09,25.9,27.2266
1959-12-10,25.8,26.8268
1959-12-11,24.9,26.3797
1959-12-12,24.4,25.8871
1959-12-13,23.9,25.3772
1959-12-14,23.5,24.8705
1959-12-15,22.9,24.3571
1959-12-16,22.4,23.8195
1959-12-17,22.1,23.2451
1959-12-18,21.5,22.6242
1959-12-19,21.1,21.9585
1959-12-20,20.7,21.255
1959-12-21,20.1,20.5228
1959-12-22,19.5,19.7712
1959-12-23,18.9,19.0065
1959-12-24,18.5,18.2401
1959-12-25,18,17.4809
1959-12-26,17.6,16.7314
1959-12-27,17.2,15.9993
1959-12-28,16.7,15.2875
1959-12-29,16.3,14.5968
1959-12-30,16.1,13.9334
1959-12-31,15.6,13.2982
